filmId,title,genre,producer,actor,rating 
20761,Play It to the Bone,Comedy,Stephen Chin,Woody Harrelson,6
20761,Play It to the Bone,Comedy,Stephen Chin,Kevin Costner,6
20761,Play It to the Bone,Comedy,Stephen Chin,Antonio Banderas,6
12524,Titus,Drama,Conchita Airoldi,Anthony Hopkins,6
5924,Papillon,Crime,Franklin J. Schaffner,Dustin Hoffman,8
9644,National Lampoon's Loaded Weapon 1,Comedy,Suzanne Todd,Samuel L. Jackson,6
13342,Fast Times at Ridgemont High,Comedy,Art Linson,Forest Whitaker,7
13342,Fast Times at Ridgemont High,Comedy,Art Linson,Sean Penn,7
13342,Fast Times at Ridgemont High,Comedy,Art Linson,Nicolas Cage,7
21256,Born to Win,Comedy,Philip Langner,Robert De Niro,6
79474,"Not Love, Just Frenzy",Comedy,Fernando Colomo,Javier Bardem,5
13005,Where the Buffalo Roam,Comedy,Art Linson,Bill Murray,6
1883,Malcolm X,Drama,Spike Lee,Denzel Washington,7
1883,Malcolm X,Drama,Spike Lee,Christopher Plummer,7
9475,Scent of a Woman,Drama,Martin Brest,Al Pacino,7
8873,Wayne's World 2,Music,Lorne Michaels,Christopher Walken,6
11287,A League of Their Own,Comedy,Robert Greenhut,Tom Hanks,7
9869,Patriot Games,Drama,Mace Neufeld,Samuel L. Jackson,6
9869,Patriot Games,Drama,Mace Neufeld,Harrison Ford,6
619,The Bodyguard,Thriller,Kevin Costner,Kevin Costner,6
11259,Far and Away,Adventure,Brian Grazer,Tom Cruise,6
8293,Howards End,Drama,Ismail Merchant,Anthony Hopkins,7
11068,Singles,Comedy,Richard Hashimoto,Paul Giamatti,7
10158,White Men Can't Jump,Comedy,David V. Lester,Woody Harrelson,6
10206,Buffy the Vampire Slayer,Action,Howard Rosenman,Ben Affleck,5
8374,The Boondock Saints,Action,Chris Brinker,Willem Dafoe,7
1907,The Beach,Drama,Andrew Macdonald,Leonardo DiCaprio,6
14181,Boiler Room,Crime,Jennifer Todd,Ben Affleck,6
2155,Reindeer Games,Thriller,Marty Katz,Ben Affleck,5
11004,Wonder Boys,Comedy,Curtis Hanson,Robert Downey Jr.,7
10416,What Planet Are You From?,Comedy,Mike Nichols,John Goodman,5
10416,What Planet Are You From?,Comedy,Mike Nichols,Ben Kingsley,5
14271,Beyond the Mat,Documentary,Brian Grazer,Dwayne Johnson,8
4816,Ghost Dog: The Way of the Samurai,Crime,Jim Jarmusch,Forest Whitaker,7
11296,Birdy,Drama,Alan Marshall,Nicolas Cage,7
2067,Mission to Mars,Science Fiction,Tom Jacobson,Don Cheadle,6
622,The Ninth Gate,Horror,Roman Polanski,Johnny Depp,6
287,Bull Durham,Comedy,Mark Burg,Kevin Costner,7
968,Dog Day Afternoon,Crime,Martin Bregman,Al Pacino,8
838,American Graffiti,Comedy,Francis Ford Coppola,Harrison Ford,7
820,JFK,Drama,Oliver Stone,Gary Oldman,8
820,JFK,Drama,Oliver Stone,Tommy Lee Jones,8
820,JFK,Drama,Oliver Stone,Kevin Costner,8
26827,Who's That Girl,Comedy,Rosilyn Heller,Stanley Tucci,5
18890,We're Back! A Dinosaur's Story,Animation,Steve Hickner,John Goodman,6
17443,...And Justice for All,Crime,Norman Jewison,Al Pacino,7
36739,School Daze,Comedy,Spike Lee,Samuel L. Jackson,6
925,Do the Right Thing,Drama,Spike Lee,Samuel L. Jackson,8
41823,Mo' Better Blues,Drama,Spike Lee,Denzel Washington,6
41823,Mo' Better Blues,Drama,Spike Lee,Samuel L. Jackson,6
1713,Jungle Fever,Drama,Spike Lee,Samuel L. Jackson,6
26170,Coogan's Bluff,Action,Don Siegel,Clint Eastwood,6
11690,Bloodsport,Action,Yoram Globus,Forest Whitaker,7
29143,Eyes of Laura Mars,Drama,Jon Peters,Tommy Lee Jones,6
801,"Good Morning, Vietnam",Comedy,Mark Johnson,Forest Whitaker,7
16222,Whatever It Takes,Drama,Paul Schiff,James Franco,5
12187,Heart and Souls,Fantasy,Sean Daniel,Robert Downey Jr.,7
243,High Fidelity,Comedy,Tim Bevan,John Cusack,7
879,Hook,Adventure,Frank Marshall,Dustin Hoffman,7
17529,True Grit,Western,Paul Nathan,Robert Duvall,7
40841,Roadside Prophets,Action,Peter McCarthy,Don Cheadle,7
40841,Roadside Prophets,Action,Peter McCarthy,John Cusack,7
10774,Network,Drama,Fred C. Caruso,Robert Duvall,8
10083,No Way Out,Action,Robert Garland,Brad Pitt,7
10083,No Way Out,Action,Robert Garland,Kevin Costner,7
10747,The Outlaw Josey Wales,Drama,Robert Daley,Clint Eastwood,7
11305,Mystery Train,Crime,Jim Stark,Steve Buscemi,7
12309,Bachelor Party,Comedy,Bob Israel,Tom Hanks,6
1552,Parenthood,Comedy,Brian Grazer,Joaquin Phoenix,6
1552,Parenthood,Comedy,Brian Grazer,Keanu Reeves,6
10468,28 Days,Comedy,Celia D. Costas,Viggo Mortensen,6
10468,28 Days,Comedy,Celia D. Costas,Steve Buscemi,6
4967,Keeping the Faith,Comedy,Edward Norton,Edward Norton,6
4967,Keeping the Faith,Comedy,Edward Norton,Ben Stiller,6
11654,The Hunger,Horror,Richard Shepherd,Willem Dafoe,6
10518,Marathon Man,Thriller,Robert Evans,Dustin Hoffman,7
11977,Caddyshack,Comedy,Douglas Kenney,Bill Murray,7
3536,U-571,Action,Dino De Laurentiis,Matthew McConaughey,6
310431,Stacy's Knights,Drama,Ann Locktov,Kevin Costner,0
40562,Committed,Comedy,Marlen Hecht,Mark Ruffalo,4
15723,The Big Kahuna,Comedy,Kevin Spacey,Kevin Spacey,7
98,Gladiator,Action,David Franzoni,Russell Crowe,8
98,Gladiator,Action,David Franzoni,Joaquin Phoenix,8
5491,Battlefield Earth,Action,John Travolta,Forest Whitaker,3
10688,Hamlet,Drama,Amy Hobby,Bill Murray,6
12518,Honeymoon in Vegas,Action,Mike Lobell,Nicolas Cage,6
8584,Shanghai Noon,Adventure,Roger Birnbaum,Owen Wilson,6
9600,Big Momma's House,Crime,David T. Friendly,Paul Giamatti,6
938,For a Few Dollars More,Western,Alberto Grimaldi,Clint Eastwood,8
10648,Magnum Force,Action,Robert Daley,Clint Eastwood,7
10875,The Fabulous Baker Boys,Music,Paula Weinstein,Jeff Bridges,6
9663,Starman,Action,Michael Douglas,Jeff Bridges,7
635,Angel Heart,Horror,Alan Marshall,Robert De Niro,7
9679,Gone in Sixty Seconds,Action,Jerry Bruckheimer,Robert Duvall,6
9679,Gone in Sixty Seconds,Action,Jerry Bruckheimer,Nicolas Cage,6
17771,Sunshine,Drama,András Hámori,Ralph Fiennes,6
592,The Conversation,Crime,Francis Ford Coppola,Harrison Ford,8
592,The Conversation,Crime,Francis Ford Coppola,Robert Duvall,8
31593,Cutter's Way,Drama,Paul R. Gurian,Jeff Bridges,6
9040,Serpico,Crime,Martin Bregman,Al Pacino,8
479,Shaft,Action,Scott Rudin,Christian Bale,6
479,Shaft,Action,Scott Rudin,Samuel L. Jackson,6
17711,The Adventures of Rocky & Bullwinkle,Action,Robert De Niro,Robert De Niro,4
17711,The Adventures of Rocky & Bullwinkle,Action,Robert De Niro,John Goodman,4
2133,The Perfect Storm,Drama,Gail Katz,Mark Wahlberg,6
2133,The Perfect Storm,Drama,Gail Katz,George Clooney,6
28774,Communion,Drama,Whitley Strieber,Christopher Walken,5
8348,Thunderbolt and Lightfoot,Action,Robert Daley,Clint Eastwood,7
8348,Thunderbolt and Lightfoot,Action,Robert Daley,Jeff Bridges,7
24099,Dreamscape,Adventure,Bruce Cohn Curtis,Christopher Plummer,6
36657,X-Men,Adventure,Ralph Winter,Hugh Jackman,7
36657,X-Men,Adventure,Ralph Winter,Ian McKellen,7
36657,X-Men,Adventure,Ralph Winter,Patrick Stewart,7
1448,The Wisdom of Crocodiles,Drama,Carolyn Choa,Jude Law,6
9278,Freejack,Science Fiction,Stuart Oken,Anthony Hopkins,5
90715,Greaser's Palace,Western,Cyma Rubin,Robert Downey Jr.,6
10276,What About Bob?,Comedy,Laura Ziskin,Bill Murray,7
10641,Autumn in New York,Drama,Tom Rosenberg,J.K. Simmons,6
6282,Coyote Ugly,Comedy,Jerry Bruckheimer,John Goodman,6
5551,Space Cowboys,Action,Clint Eastwood,Clint Eastwood,6
5551,Space Cowboys,Action,Clint Eastwood,Tommy Lee Jones,6
21866,Bronco Billy,Action,Neal H. Dobrofsky,Clint Eastwood,5
11589,Kelly's Heroes,Adventure,Gabriel Katzka,Clint Eastwood,7
11856,Air America,Action,Daniel Melnick,Robert Downey Jr.,5
10393,The Replacements,Comedy,Dylan Sellers,Keanu Reeves,6
10480,Nurse Betty,Comedy,Steve Golin,Morgan Freeman,6
10685,The Watcher,Mystery,Christopher Eberts,Keanu Reeves,5
1619,The Way of the Gun,Action,Kenneth Kokin,Benicio del Toro,6
10637,Remember the Titans,Drama,Jerry Bruckheimer,Denzel Washington,7
10637,Remember the Titans,Drama,Jerry Bruckheimer,Ryan Gosling,7
10434,"Faraway, So Close!",Drama,Ulrich Felsberg,Willem Dafoe,6
10461,Get Carter,Action,Mark Canton,Michael Caine,5
1597,Meet the Parents,Comedy,Robert De Niro,Robert De Niro,7
1597,Meet the Parents,Comedy,Robert De Niro,Owen Wilson,7
1597,Meet the Parents,Comedy,Robert De Niro,Ben Stiller,7
16888,The Ladies Man,Comedy,Lorne Michaels,Will Ferrell,6
4327,Charlie's Angels,Action,Drew Barrymore,Bill Murray,6
4958,The Legend of Bagger Vance,Fantasy,Jake Eberts,Matt Damon,6
11978,Men of Honor,Drama,Bill Badalato,Robert De Niro,7
14295,You Can Count on Me,Drama,John Hart,Mark Ruffalo,7
11372,The Eagle Has Landed,Adventure,Jack Wiener,Michael Caine,6
11372,The Eagle Has Landed,Adventure,Jack Wiener,Robert Duvall,6
8452,The 6th Day,Science Fiction,Arnold Schwarzenegger,Robert Duvall,6
10862,Bounce,Drama,Steve Golin,Ben Affleck,6
8871,How the Grinch Stole Christmas,Family,Brian Grazer,Anthony Hopkins,6
8871,How the Grinch Stole Christmas,Family,Brian Grazer,Jim Carrey,6
10876,Quills,Drama,Julia Chasman,Michael Caine,7
10876,Quills,Drama,Julia Chasman,Joaquin Phoenix,7
10876,Quills,Drama,Julia Chasman,Geoffrey Rush,7
11849,Dungeons & Dragons,Action,Kia Jam,Jeremy Irons,4
11983,Proof of Life,Action,Charles Mulvehill,Russell Crowe,6
2669,The Bounty,Action,Bernard Williams,Anthony Hopkins,6
2669,The Bounty,Action,Bernard Williams,Daniel Day-Lewis,6
12714,She's Having a Baby,Comedy,John Hughes,Woody Harrelson,6
12714,She's Having a Baby,Comedy,John Hughes,Bill Murray,6
2604,Born on the Fourth of July,Drama,Oliver Stone,Willem Dafoe,7
2604,Born on the Fourth of July,Drama,Oliver Stone,Tom Cruise,7
107,Snatch,Thriller,Matthew Vaughn,Brad Pitt,8
107,Snatch,Thriller,Matthew Vaughn,Benicio del Toro,8
107,Snatch,Thriller,Matthew Vaughn,Jason Statham,8
40820,Punchline,Comedy,Daniel Melnick,Tom Hanks,5
40820,Punchline,Comedy,Daniel Melnick,John Goodman,5
392,Chocolat,Comedy,David Brown,Johnny Depp,7
11688,The Emperor's New Groove,Adventure,Randy Fullmer,John Goodman,7
711,Finding Forrester,Drama,Sean Connery,Matt Damon,7
5001,Before Night Falls,Drama,Jon Kilik,Johnny Depp,7
5001,Before Night Falls,Drama,Jon Kilik,Sean Penn,7
5001,Before Night Falls,Drama,Jon Kilik,Javier Bardem,7
8358,Cast Away,Adventure,Robert Zemeckis,Tom Hanks,8
5994,The Family Man,Comedy,Marc Abraham,Don Cheadle,6
5994,The Family Man,Comedy,Marc Abraham,Nicolas Cage,6
1493,Miss Congeniality,Comedy,Sandra Bullock,Michael Caine,6
134,"O Brother, Where Art Thou?",Action,Ethan Coen,George Clooney,7
134,"O Brother, Where Art Thou?",Action,Ethan Coen,John Goodman,7
21991,State and Main,Comedy,Sarah Green,William H. Macy,6
10577,Dracula 2000,Thriller,W.K. Border,Christopher Plummer,5
11973,Thirteen Days,Drama,Kevin Costner,Kevin Costner,7
1900,Traffic,Thriller,Laura Bickford,Don Cheadle,7
1900,Traffic,Thriller,Laura Bickford,Benicio del Toro,7
10873,Shadow of the Vampire,Drama,Nicolas Cage,Willem Dafoe,7
13715,At Close Range,Crime,Don Guest,Christopher Walken,7
13715,At Close Range,Crime,Don Guest,Sean Penn,7
42261,Rancho Deluxe,Action,Elliott Kastner,Jeff Bridges,6
20637,Panic,Comedy,Matt Cooper,William H. Macy,7
5955,The Pledge,Crime,Sean Penn,Benicio del Toro,7
11191,Mystic Pizza,Comedy,Mark Levinson,Matt Damon,6
2613,Prelude to a Kiss,Drama,Michael Gruskoff,Stanley Tucci,5
2018,The Wedding Planner,Comedy,Peter Abrams,Matthew McConaughey,5
11028,The Big Easy,Drama,Stephen J. Friedman,John Goodman,6
12506,Cry Freedom,Drama,Richard Attenborough,Denzel Washington,7
17159,Eddie Murphy Raw,Comedy,Robert D. Wachs,Samuel L. Jackson,7
10110,Empire of the Sun,Drama,Kathleen Kennedy,Christian Bale,7
10110,Empire of the Sun,Drama,Kathleen Kennedy,Ben Stiller,7
32227,Hunk,Fantasy,Marilyn Jacobs Tenser,Brad Pitt,7
12704,Ishtar,Action,Warren Beatty,Dustin Hoffman,4
580,Jaws: The Revenge,Adventure,Joseph Sargent,Michael Caine,4
9740,Hannibal,Crime,Ridley Scott,Anthony Hopkins,6
9740,Hannibal,Crime,Ridley Scott,Gary Oldman,6
1921,Sweet November,Drama,Steven Reuther,Keanu Reeves,6
12138,3000 Miles to Graceland,Action,Elie Samaha,Kevin Costner,6
6073,The Mexican,Action,John Baldecchi,Brad Pitt,6
6073,The Mexican,Action,John Baldecchi,J.K. Simmons,6
28410,Tuff Turf,Drama,Donald P. Borchers,Robert Downey Jr.,6
15598,Alfie,Comedy,Lewis Gilbert,Michael Caine,6
4986,Fuzz,Comedy,Jack Farren,Steve Carell,6
33676,Losin' It,Comedy,Bryan Gindoff,Tom Cruise,4
31004,The Mighty Quinn,Action,Ed Elbert,Denzel Washington,6
38718,Reversal of Fortune,Drama,Edward R. Pressman,Jeremy Irons,7
14052,Revenge of the Nerds,Comedy,Ted Field,John Goodman,7
23730,C.H.U.D.,Horror,Andrew Bonime,John Goodman,5
853,Enemy at the Gates,War,Jean-Jacques Annaud,Jude Law,7
12658,Someone Like You...,Comedy,Lynda Obst,Hugh Jackman,6
10054,Spy Kids,Action,Robert Rodriguez,George Clooney,6
10054,Spy Kids,Action,Robert Rodriguez,Antonio Banderas,6
2575,The Tailor of Panama,Drama,John Boorman,Geoffrey Rush,6
2043,Along Came a Spider,Crime,David Brown,Morgan Freeman,6
4133,Blow,Crime,Denis Leary,Johnny Depp,7
634,Bridget Jones's Diary,Comedy,Tim Bevan,Colin Firth,7
10956,Joe Dirt,Mystery,Robert Simonds,Christopher Walken,6
136558,Kingdom Come,Comedy,Rachael Leigh Cook,Mark Ruffalo,8
136558,Kingdom Come,Comedy,Rachael Leigh Cook,Don Cheadle,8
28308,The Body,Drama,Rudy Cohen,Antonio Banderas,5
111,Scarface,Action,Martin Bregman,Al Pacino,8
2144,One Night at McCool's,Action,Michael Douglas,John Goodman,6
1734,The Mummy Returns,Adventure,Sean Daniel,Dwayne Johnson,6
31863,True Believer,Crime,Walter F. Parkes,Robert Downey Jr.,6
31863,True Believer,Crime,Walter F. Parkes,Woody Harrelson,6
3784,Frankie and Johnny,Drama,Garry Marshall,Al Pacino,7
9062,Love Story,Drama,Howard G. Minsky,Tommy Lee Jones,7
824,Moulin Rouge!,Drama,Steve E. Andrews,Ewan McGregor,7
676,Pearl Harbor,History,Jerry Bruckheimer,Ben Affleck,7
1406,City Slickers,Action,Irby Smith,Jake Gyllenhaal,6
13554,Eight Men Out,Drama,Sarah Pillsbury,John Cusack,8
1632,Mississippi Burning,Thriller,Robert F. Colesberry,Willem Dafoe,7
9705,Swordfish,Action,Joel Silver,Hugh Jackman,6
9705,Swordfish,Action,Joel Silver,Don Cheadle,6
1089,Point Break,Action,James Cameron,Keanu Reeves,7
9576,Tootsie,Comedy,Sydney Pollack,Dustin Hoffman,7
9576,Tootsie,Comedy,Sydney Pollack,Bill Murray,7
31935,Too Late the Hero,Drama,Robert Aldrich,Michael Caine,6
1995,Lara Croft: Tomb Raider,Adventure,Colin Wilson,Daniel Craig,6
644,A.I. Artificial Intelligence,Drama,Steven Spielberg,Jude Law,7
644,A.I. Artificial Intelligence,Drama,Steven Spielberg,Ben Kingsley,7
11826,Sexy Beast,Crime,Jeremy Thomas,Ben Kingsley,7
60670,The Crimson Rivers,Crime,Alain Goldman,Jean Reno,7
19200,Shadows and Fog,Thriller,Robert Greenhut,John Cusack,7
28430,The Day the Earth Caught Fire,Science Fiction,Val Guest,Michael Caine,7
18988,The Lion in Winter,Drama,Martin Poll,Anthony Hopkins,8
13938,The Last Dragon,Action,Rupert Hitzig,William H. Macy,6
2114,Final Fantasy: The Spirits Within,Adventure,Jun Aida,Steve Buscemi,6
11371,The Score,Action,Gary Foster,Robert De Niro,7
11371,The Score,Action,Gary Foster,Edward Norton,7
5333,Apartment Zero,Thriller,David Koepp,Colin Firth,7
30502,Big Top Pee-wee,Comedy,Debra Hill,Benicio del Toro,5
19382,Biloxi Blues,Comedy,Ray Stark,Christopher Walken,6
24679,Bird,Drama,Clint Eastwood,Forest Whitaker,7
7520,Cocktail,Drama,Ted Field,Tom Cruise,6
10126,Colors,Action,Robert H. Solo,Robert Duvall,7
10126,Colors,Action,Robert H. Solo,Sean Penn,7
10126,Colors,Action,Robert H. Solo,Don Cheadle,7
9602,Coming to America,Comedy,George Folsey Jr.,Samuel L. Jackson,6
12702,Critters 3,Comedy,Rupert Harvey,Leonardo DiCaprio,4
10651,The Dead Pool,Action,David Valdes,Clint Eastwood,6
10651,The Dead Pool,Action,David Valdes,Jim Carrey,6
10141,Dirty Rotten Scoundrels,Crime,Bernard Williams,Michael Caine,7
10675,Frantic,Crime,Tim Hampton,Harrison Ford,7
38617,Off Limits,Action,Alan Barnette,Willem Dafoe,6
51321,Permanent Record,Drama,Frank Mancuso Jr.,Keanu Reeves,6
25497,Stormy Monday,Romance,Nigel Stafford-Clark,Tommy Lee Jones,6
41974,Track 29,Drama,Rick McCallum,Gary Oldman,6
28176,Tucker: The Man and His Dream,Drama,Fred Fuchs,Jeff Bridges,6
12582,Without a Clue,Comedy,Marc Stirdivant,Michael Caine,6
12582,Without a Clue,Comedy,Marc Stirdivant,Ben Kingsley,6
11352,Always,Fantasy,Kathleen Kennedy,John Goodman,6
1648,Bill & Ted's Excellent Adventure,Adventure,Scott Kroopf,Keanu Reeves,7
10142,Casualties of War,Drama,Art Linson,Sean Penn,7
3064,Chances Are,Fantasy,Mike Lobell,Robert Downey Jr.,6
2210,Earth Girls Are Easy,Music,Tony Garnett,Jim Carrey,6
10551,Family Business,Action,Lawrence Gordon,Dustin Hoffman,5
505,Johnny Handsome,Crime,Charles Roven,Morgan Freeman,6
505,Johnny Handsome,Crime,Charles Roven,Forest Whitaker,6
14621,Lean On Me,Drama,Norman Twain,Morgan Freeman,7
27418,Next of Kin,Adventure,Les Alexander,Ben Stiller,5
31606,The Package,Action,Beverly J. Camhe,Tommy Lee Jones,6
20006,Pink Cadillac,Action,David Valdes,Clint Eastwood,5
20006,Pink Cadillac,Action,David Valdes,Jim Carrey,5
11467,America's Sweethearts,Comedy,Billy Crystal,Christopher Walken,6
11467,America's Sweethearts,Comedy,Billy Crystal,Stanley Tucci,6
11467,America's Sweethearts,Comedy,Billy Crystal,John Cusack,6
1548,Ghost World,Comedy,Lianne Halfon,Steve Buscemi,7
869,Planet of the Apes,Thriller,Richard D. Zanuck,Mark Wahlberg,6
869,Planet of the Apes,Thriller,Richard D. Zanuck,Paul Giamatti,6
2171,Wet Hot American Summer,Comedy,David Wain,Bradley Cooper,6
2171,Wet Hot American Summer,Comedy,David Wain,Paul Rudd,6
32261,Scandal,Drama,Stephen Woolley,Ian McKellen,6
12150,Sea of Love,Drama,Martin Bregman,Al Pacino,7
12150,Sea of Love,Drama,Martin Bregman,Samuel L. Jackson,7
12150,Sea of Love,Drama,Martin Bregman,John Goodman,7
11185,"See No Evil, Hear No Evil",Crime,Marvin Worth,Kevin Spacey,6
6951,Turner & Hooch,Action,Raymond Wagner,Tom Hanks,6
7091,Vampire's Kiss,Comedy,John Daly,Nicolas Cage,6
2148,The Cotton Club,Music,Robert Evans,Nicolas Cage,6
2057,Original Sin,Thriller,Kate Guinzburg,Antonio Banderas,6
20391,Paint Your Wagon,Drama,Alan Jay Lerner,Clint Eastwood,6
1722,Captain Corelli's Mandolin,Drama,Tim Bevan,Christian Bale,6
1722,Captain Corelli's Mandolin,Drama,Tim Bevan,Nicolas Cage,6
9683,Bubble Boy,Adventure,Beau Flynn,Jake Gyllenhaal,5
2294,Jay and Silent Bob Strike Back,Comedy,Scott Mosier,Matt Damon,6
2294,Jay and Silent Bob Strike Back,Comedy,Scott Mosier,Ben Affleck,6
2294,Jay and Silent Bob Strike Back,Comedy,Scott Mosier,Will Ferrell,6
10016,Ghosts of Mars,Action,Sandy King,Jason Statham,5
12508,Rock Star,Music,Toby Jaffe,Mark Wahlberg,6
2185,Big Trouble,Action,Barry Sonnenfeld,Stanley Tucci,6
2034,Training Day,Action,Jeffrey Silver,Denzel Washington,7
31016,Sidewalks of New York,Comedy,Edward Burns,Stanley Tucci,6
12537,The French Lieutenant's Woman,Drama,Leon Clore,Jeremy Irons,7
15393,Play Misty for Me,Crime,Robert Daley,Clint Eastwood,6
1644,The Vanishing,Thriller,Larry Brezner,Jeff Bridges,6
11313,Hearts in Atlantis,Drama,Kerry Heysen,Anthony Hopkins,6
9778,Serendipity,Comedy,Peter Abrams,John Cusack,7
1623,Brubaker,Crime,Ron Silverman,Morgan Freeman,7
16769,Coal Miner's Daughter,Drama,Bernard Schwartz,Tommy Lee Jones,7
27958,Cruising,Horror,Jerry Weintraub,Al Pacino,6
25641,My First Mister,Comedy,Carol Baum,John Goodman,6
102933,Things Behind the Sun,Drama,Doug Mankoff,Don Cheadle,6
984,Dirty Harry,Action,Don Siegel,Clint Eastwood,7
768,From Hell,Horror,Jane Hamsher,Johnny Depp,7
2100,The Last Castle,Action,Robert Lawrence,Mark Ruffalo,7
167,K-PAX,Drama,Lawrence Gordon,Kevin Spacey,7
167,K-PAX,Drama,Lawrence Gordon,Jeff Bridges,7
141,Donnie Darko,Fantasy,Adam Fields,Jake Gyllenhaal,8
11456,Domestic Disturbance,Mystery,Harold Becker,Steve Buscemi,5
10796,The One,Action,Charles Newirth,Jason Statham,6
1535,Spy Game,Action,Marc Abraham,Brad Pitt,7
10656,Subway,Action,Luc Besson,Jean Reno,6
34388,Funeral in Berlin,Thriller,Charles D. Kasher,Michael Caine,6
11033,Dressed to Kill,Horror,George Litto,Michael Caine,7
37835,The Exterminator,Action,Mark Buntzman,Samuel L. Jackson,6
10649,The Enforcer,Action,Robert Daley,Clint Eastwood,7
17689,The Gauntlet,Drama,Robert Daley,Clint Eastwood,7
10650,Sudden Impact,Action,Clint Eastwood,Clint Eastwood,6
8007,Behind Enemy Lines,Action,John Davis,Owen Wilson,6
19076,The Affair of the Necklace,Drama,Redmond Morris,Christopher Walken,6
19076,The Affair of the Necklace,Drama,Redmond Morris,Adrien Brody,6
161,Ocean's Eleven,Thriller,Jerry Weintraub,Matt Damon,7
161,Ocean's Eleven,Thriller,Jerry Weintraub,Brad Pitt,7
161,Ocean's Eleven,Thriller,Jerry Weintraub,George Clooney,7
161,Ocean's Eleven,Thriller,Jerry Weintraub,Don Cheadle,7
11397,Not Another Teen Movie,Comedy,Neal H. Moritz,Chris Evans,6
1903,Vanilla Sky,Drama,Tom Cruise,Tom Cruise,6
9523,Lantana,Crime,Jan Chapman,Geoffrey Rush,6
9428,The Royal Tenenbaums,Comedy,Scott Rudin,Bill Murray,7
9428,The Royal Tenenbaums,Comedy,Scott Rudin,Owen Wilson,7
9428,The Royal Tenenbaums,Comedy,Scott Rudin,Ben Stiller,7
1649,Bill & Ted's Bogus Journey,Adventure,Scott Kroopf,Keanu Reeves,6
12589,Jimmy Neutron: Boy Genius,Action,Steve Oedekerk,Patrick Stewart,6
11232,Kate & Leopold,Comedy,Cathy Konrad,Hugh Jackman,6
120,The Lord of the Rings: The Fellowship of the Ring,Adventure,Peter Jackson,Ian McKellen,8
120,The Lord of the Rings: The Fellowship of the Ring,Adventure,Peter Jackson,Viggo Mortensen,8
11086,The Majestic,Drama,Frank Darabont,Matt Damon,7
11086,The Majestic,Drama,Frank Darabont,Jim Carrey,7
453,A Beautiful Mind,Drama,Brian Grazer,Russell Crowe,8
453,A Beautiful Mind,Drama,Brian Grazer,Christopher Plummer,8
8489,Ali,Drama,Paul Ardaji,Jamie Foxx,7
855,Black Hawk Down,Action,Jerry Bruckheimer,Hugh Dancy,7
855,Black Hawk Down,Action,Jerry Bruckheimer,Tom Hardy,7
855,Black Hawk Down,Action,Jerry Bruckheimer,Ewan McGregor,7
10950,I Am Sam,Drama,Edward Zwick,Sean Penn,7
6440,The Shipping News,Drama,Leslie Holleran,Kevin Spacey,6
11857,Orange County,Comedy,Scott Rudin,Ben Stiller,6
26337,China Moon,Mystery,Roy Carlson,Benicio del Toro,5
651,M*A*S*H,Comedy,Ingo Preminger,Robert Duvall,7
11870,Big Fat Liar,Comedy,Brian Robbins,Paul Giamatti,6
11535,Rollerball,Action,John McTiernan,Jean Reno,3
27593,"Scotland, Pa.",Comedy,Richard Shepard,Christopher Walken,6
10592,Hart's War,Drama,David Foster,Colin Farrell,6
8470,John Q,Drama,Mark Burg,Denzel Washington,7
8470,John Q,Drama,Mark Burg,Robert Duvall,7
993,Sleuth,Thriller,David Middlemas,Michael Caine,8
10052,Dragonfly,Drama,Tom Shadyac,Kevin Costner,6
9991,Mean Machine,Comedy,Matthew Vaughn,Jason Statham,6
2135,The Time Machine,Science Fiction,David Valdes,Jeremy Irons,6
15186,Full Frontal,Comedy,Scott Kramer,Brad Pitt,5
10935,Heaven's Gate,Action,Joann Carelli,Christopher Walken,6
10935,Heaven's Gate,Action,Joann Carelli,Jeff Bridges,6
10935,Heaven's Gate,Action,Joann Carelli,Willem Dafoe,6
7988,The Island,Action,Richard D. Zanuck,Michael Caine,5
5851,Showtime,Action,Jane Rosenthal,Robert De Niro,5
25014,Harrison's Flowers,Drama,Élie Chouraqui,Adrien Brody,7
18172,All the Right Moves,Romance,Stephen Deutsch,Tom Cruise,6
10627,Taps,Drama,Howard B. Jaffe,Sean Penn,6
10627,Taps,Drama,Howard B. Jaffe,Tom Cruise,6
9275,Death to Smoochy,Comedy,Peter Macgregor-Scott,Edward Norton,6
5678,The Wrong Guys,Action,Charles Gordon,John Goodman,6
11560,High Crimes,Drama,Jesse Beaton,Morgan Freeman,6
11452,National Lampoon’s Van Wilder,Comedy,Robert L. Levy,Ryan Reynolds,6
1537,Changing Lanes,Action,Scott Rudin,Samuel L. Jackson,6
1537,Changing Lanes,Action,Scott Rudin,Ben Affleck,6
12149,Frailty,Drama,David Kirschner,Matthew McConaughey,7
441,Human Nature,Drama,Anthony Bregman,Peter Dinklage,6
31671,Breakout,Action,Robert Chartoff,Robert Duvall,6
2565,Joe Versus the Volcano,Fantasy,Steven Spielberg,Tom Hanks,6
15482,Return of the Killer Tomatoes!,Comedy,J. Stephen Peace,George Clooney,5
45878,Return to Horror High,Drama,Mark Lisson ,George Clooney,5
11892,Murder by Numbers,Crime,Barbet Schroeder,Ryan Gosling,6
9334,The Scorpion King,Action,Stephen Sommers,Dwayne Johnson,5
35337,The Triumph of Love,Comedy,Bernardo Bertolucci,Ben Kingsley,5
27094,Lenny,Drama,Marvin Worth,Dustin Hoffman,7
