Will Ferrell,9899,Comedy,Mel Brooks,6,The Producers
Jim Carrey,12222,Animation,Bob Gordon,6,Horton Hears a Who!
Steve Carell,12222,Animation,Bob Gordon,6,Horton Hears a Who!
John Cusack,11161,Drama,John Cusack,6,Grace is Gone
Benedict Cumberbatch,12184,Drama,Alison Owen,6,The Other Boleyn Girl
Channing Tatum,8328,Music,Patrick Wachsberger,6,Step Up 2: The Streets
Forest Whitaker,7461,Drama,Neal H. Moritz,6,Vantage Point
Jim Carrey,7552,Comedy,Jim Carrey,6,Fun with Dick and Jane
Javier Bardem,6639,Drama,Scott Steindorff,6,Love in the Time of Cholera
Samuel L. Jackson,8247,Adventure,Arnon Milchan,6,Jumper
William H. Macy,10247,Romance,Frank A. Cappello,6,He Was a Quiet Man
Samuel L. Jackson,13252,Crime,Steve Golin,6,Cleaner
Colin Farrell,4787,Crime,Letty Aronson,6,Cassandra's Dream
Ewan McGregor,4787,Crime,Letty Aronson,6,Cassandra's Dream
Denzel Washington,9546,Action,Suzanne Todd,6,Ricochet
Tom Hanks,6538,Comedy,Tom Hanks,6,Charlie Wilson's War
Nicolas Cage,6637,Action,Jerry Bruckheimer,6,National Treasure: Book of Secrets
Christian Bale,11400,Drama,Sarah Green,6,The New World
Jude Law,1989,Drama,Wong Kar-wai,6,My Blueberry Nights
Colin Farrell,11400,Drama,Sarah Green,6,The New World
Christopher Plummer,11400,Drama,Sarah Green,6,The New World
Daniel Craig,2268,Adventure,Bill Carraro,6,The Golden Compass
Ian McKellen,2268,Adventure,Bill Carraro,6,The Golden Compass
Jeremy Irons,9681,Comedy,Leslie Holleran,6,Casanova
George Clooney,298,Crime,Jerry Weintraub,6,Ocean's Thirteen
Jason Bateman,7516,Action,Tim Bevan,6,Smokin' Aces
Ralph Fiennes,18823,Adventure,Basil Iwanyk,6,Clash of the Titans
James McAvoy,246655,Science Fiction,Simon Kinberg,6,X-Men: Apocalypse
Christopher Plummer,268171,Comedy,Matthias Emcke,6,Elsa & Fred
William H. Macy,284276,Drama,Mark Canton,6,Cake
Jeff Bridges,27544,Drama,John Houseman,6,The Company She Keeps
Mark Wahlberg,284536,Thriller,Irwin Winkler,6,The Gambler
John Goodman,284536,Thriller,Irwin Winkler,6,The Gambler
Forest Whitaker,60949,Thriller,Vivian Schilling,6,Toys in the Attic
Christopher Plummer,111910,Drama,Stuart Millar,6,Stage Struck
James Franco,291869,Drama,James Franco,6,I Am Michael
Ryan Reynolds,309242,Drama,Lynette Howell,6,Mississippi Grind
James Franco,245706,Crime,Dede Gardner,6,True Story
Chris Pine,193687,Drama,Sophia Lin,6,Z for Zachariah
Colin Farrell,230266,Drama,Teun Hilte,6,Miss Julie
Kevin Spacey,51245,Drama,Kevin Spacey,6,Inseparable
Christopher Walken,134746,TV Movie,David Lancaster,6,Scam
Michael Fassbender,246655,Science Fiction,Simon Kinberg,6,X-Men: Apocalypse
Hugh Jackman,246655,Science Fiction,Simon Kinberg,6,X-Men: Apocalypse
Patrick Stewart,48358,TV Movie,Robert Benedetti,6,The Canterville Ghost
William H. Macy,174343,Comedy,Mary Vernieu,6,Trust Me
Ryan Reynolds,244458,Comedy,Roy Lee,6,The Voices
Jude Law,246080,Adventure,Kevin Macdonald,6,Black Sea
Johnny Depp,224141,Fantasy,Rob Marshall,6,Into the Woods
Chris Pine,224141,Fantasy,Rob Marshall,6,Into the Woods
J.K. Simmons,243684,Drama,Jason Reitman,6,"Men, Women & Children"
Joseph Gordon-Levitt,228967,Action,Seth Rogen,6,The Interview
James Franco,228967,Action,Seth Rogen,6,The Interview
Christian Bale,86835,Romance,Sarah Green,6,Knight of Cups
Hugh Jackman,181533,Adventure,Chris Columbus,6,Night at the Museum: Secret of the Tomb
Owen Wilson,181533,Adventure,Chris Columbus,6,Night at the Museum: Secret of the Tomb
Ben Stiller,181533,Adventure,Chris Columbus,6,Night at the Museum: Secret of the Tomb
Jamie Foxx,196867,Comedy,Will Smith,6,Annie
Forest Whitaker,260346,Thriller,Luc Besson,6,Taken 3
Ewan McGregor,294652,Action,Timothy White,6,Son of a Gun
J.K. Simmons,87101,Science Fiction,Dana Goldberg,6,Terminator Genisys
Ben Stiller,16191,Fantasy,John Byers,6,Highway to Hell
Ben Kingsley,181533,Adventure,Chris Columbus,6,Night at the Museum: Secret of the Tomb
Ben Kingsley,86835,Romance,Sarah Green,6,Knight of Cups
Antonio Banderas,86835,Romance,Sarah Green,6,Knight of Cups
Tom Hiddleston,201085,Mystery,Callum Greene,6,Crimson Peak
Benicio del Toro,160768,Drama,Pascal Caucheteux,6,Jimmy P.
J.K. Simmons,136368,Adventure,Auchara Kijkanjanas,6,Echo Planet
Owen Wilson,245906,Comedy,Wes Anderson,6,She's Funny That Way
John Cusack,300168,Action,Jackie Chan,6,Dragon Blade
Adrien Brody,300168,Action,Jackie Chan,6,Dragon Blade
Mark Wahlberg,188222,Comedy,Rob Weiss,6,Entourage
Tom Hardy,328483,Adventure,Dixie Linder,6,London Road
Dwayne Johnson,254128,Action,Beau Flynn,6,San Andreas
Morgan Freeman,286521,Drama,Morgan Freeman,6,5 Flights Up
J.K. Simmons,30762,TV Movie,Orly Adelson,6,3: The Dale Earnhardt Story
Ian McKellen,280996,Drama,Iain Canning,6,Mr. Holmes
Ryan Reynolds,238615,Science Fiction,Ram Bergman,6,Self/less
Ben Kingsley,238615,Science Fiction,Ram Bergman,6,Self/less
Gary Oldman,302156,Action,Chris Bender,6,Criminal
Tommy Lee Jones,302156,Action,Chris Bender,6,Criminal
Ryan Reynolds,302156,Action,Chris Bender,6,Criminal
Peter Dinklage,257344,Action,Michael Barnathan,6,Pixels
Kevin Costner,253331,Drama,Mike Binder,6,Black or White
Paul Giamatti,254128,Action,Beau Flynn,6,San Andreas
Robert Duvall,92389,Thriller,Howard W. Koch,6,Badge 373
Antonio Banderas,228165,Animation,Nan Morales,6,The SpongeBob Movie: Sponge Out of Water
Dustin Hoffman,238215,Fantasy,Mary Jane Skalski,6,The Cobbler
Steve Buscemi,238215,Fantasy,Mary Jane Skalski,6,The Cobbler
Hugh Jackman,266647,Adventure,Greg Berlanti,6,Pan
Ben Stiller,252512,Comedy,Noah Baumbach,6,While We're Young
Sean Penn,266396,Action,Joel Silver,6,The Gunman
Javier Bardem,266396,Action,Joel Silver,6,The Gunman
Tom Hiddleston,175112,Animation,Jenni Magee-Cook,6,Tinker Bell and the Pirate Fairy
Idris Elba,266396,Action,Joel Silver,6,The Gunman
Gary Oldman,181283,Crime,Ridley Scott,6,Child 44
Tom Hardy,181283,Crime,Ridley Scott,6,Child 44
Stanley Tucci,283227,Drama,Andrea Calderwood,6,A Little Chaos
Will Ferrell,257091,Comedy,Will Ferrell,6,Get Hard
Hugh Jackman,305091,Documentary,Damon Gameau,6,That Sugar Film
Morgan Freeman,308504,Action,Luci Y. Kim,6,Last Knights
George Clooney,158852,Adventure,Brad Bird,6,Tomorrowland
Benicio del Toro,255343,Thriller,Dimitri Rassam,6,Escobar: Paradise Lost
Kevin Costner,302156,Action,Chris Bender,6,Criminal
Chris Hemsworth,205775,Thriller,Will Ward,6,In the Heart of the Sea
Christian Bale,147441,Adventure,Peter Chernin,6,Exodus: Gods and Kings
Paul Giamatti,102382,Action,Avi Arad,6,The Amazing Spider-Man 2
Jamie Foxx,102382,Action,Avi Arad,6,The Amazing Spider-Man 2
Jamie Foxx,172385,Animation,Bruce Anderson,6,Rio 2
Morgan Freeman,157353,Thriller,Kate Cohen,6,Transcendence
Johnny Depp,157353,Thriller,Kate Cohen,6,Transcendence
Samuel L. Jackson,259910,TV Movie,Brad Baruh,7,Marvel Studios: Assembling a Universe
John Cusack,9434,Action,Susan Arnold,7,Grosse Pointe Blank
Nicolas Cage,378,Comedy,Ethan Coen,7,Raising Arizona
Tom Cruise,9390,Comedy,James L. Brooks,7,Jerry Maguire
Bryan Cranston,347123,Drama,Scott Ferguson,7,All the Way
Morgan Freeman,403,Comedy,Richard D. Zanuck,7,Driving Miss Daisy
James Franco,2141,Drama,George W. Perkins,7,James Dean
Kevin Costner,2323,Drama,Charles Gordon,7,Field of Dreams
Ben Affleck,2323,Drama,Charles Gordon,7,Field of Dreams
John Cusack,11382,Action,Robert Greenhut,7,Bullets Over Broadway
Matt Damon,2323,Drama,Charles Gordon,7,Field of Dreams
Daniel Day-Lewis,11257,Drama,Ismail Merchant,7,A Room with a View
Daniel Day-Lewis,10644,Comedy,Paul Zaentz,7,The Unbearable Lightness of Being
Ben Kingsley,783,Drama,Richard Attenborough,7,Gandhi
Matthew McConaughey,9571,Comedy,Richard Linklater,7,Dazed and Confused
Kevin Costner,228203,Drama,Mark Ciardi,7,"McFarland, USA"
Colin Farrell,783,Drama,Richard Attenborough,7,Gandhi
Daniel Day-Lewis,783,Drama,Richard Attenborough,7,Gandhi
Ben Affleck,9571,Comedy,Richard Linklater,7,Dazed and Confused
Paul Rudd,318121,Comedy,Donna Gigliotti,7,The Fundamentals of Caring
John Goodman,378,Comedy,Ethan Coen,7,Raising Arizona
Anthony Hopkins,6114,Romance,Francis Ford Coppola,7,Dracula
Keanu Reeves,6114,Romance,Francis Ford Coppola,7,Dracula
Tom Cruise,11967,Crime,Joe Roth,7,Young Guns
Geoffrey Rush,4415,Crime,James Gorman,7,Les Misérables
Tom Hardy,210479,Drama,Guy Heeley,7,Locke
Christopher Walken,364,Action,Tim Burton,7,Batman Returns
Gary Oldman,18937,Fantasy,Dalisa Cohen,7,Quest for Camelot
Christopher Plummer,174,Science Fiction,Steven-Charles Jaffe,7,Star Trek VI: The Undiscovered Country
Johnny Depp,1878,Adventure,Patrick Cassavetti,7,Fear and Loathing in Las Vegas
Benicio del Toro,1878,Adventure,Patrick Cassavetti,7,Fear and Loathing in Las Vegas
Robert Duvall,12498,Drama,David L. Bushell,7,Sling Blade
Geoffrey Rush,7863,Drama,Jane Scott,7,Shine
Patrick Stewart,199,Science Fiction,Rick Berman,7,Star Trek: First Contact
Johnny Depp,377,Horror,Robert Shaye,7,A Nightmare on Elm Street
Robert De Niro,1598,Crime,Robert De Niro,7,Cape Fear
Dustin Hoffman,3116,Drama,Kenneth Utt,7,Midnight Cowboy
Dustin Hoffman,12102,Drama,Stanley R. Jaffe,7,Kramer vs. Kramer
Gary Oldman,6114,Romance,Francis Ford Coppola,7,Dracula
Edward Norton,194662,Drama,Alejandro González Iñárritu,7,Birdman
Christopher Walken,209451,Music,Clint Eastwood,7,Jersey Boys
John Goodman,9411,Thriller,Charles Roven,7,Fallen
Christoph Waltz,87093,Drama,Tim Burton,7,Big Eyes
Keanu Reeves,468,Drama,Laurie Parker,7,My Own Private Idaho
Channing Tatum,228326,Romance,Guillermo del Toro,7,The Book of Life
Matt Damon,11975,Drama,Steven Reuther,7,The Rainmaker
Willem Dafoe,127380,Adventure,Lindsey Collins,7,Finding Dory
Bill Murray,239563,Comedy,Fred Roos,7,St. Vincent
Brad Pitt,228150,War,David Ayer,7,Fury
Idris Elba,127380,Adventure,Lindsey Collins,7,Finding Dory
Robert Duvall,205587,Drama,Susan Downey,7,The Judge
Robert Downey Jr.,205587,Drama,Susan Downey,7,The Judge
Keanu Reeves,245891,Action,Basil Iwanyk,7,John Wick
Willem Dafoe,245891,Action,Basil Iwanyk,7,John Wick
Harrison Ford,9281,Crime,Edward S. Feldman,7,Witness
Viggo Mortensen,9281,Crime,Edward S. Feldman,7,Witness
Robert De Niro,2142,Action,Cathy Konrad,7,Cop Land
Forest Whitaker,185567,Crime,Richard Grandpierre,7,Zulu
Matthew McConaughey,316152,War,Gary Ross,7,Free State of Jones
Michael Caine,207933,Thriller,Bruce Davey,7,Stonehearst Asylum
Jeremy Irons,353326,Drama,Matt Brown,7,The Man Who Knew Infinity
Morgan Freeman,227735,Family,Broderick Johnson,7,Dolphin Tale 2
Ben Kingsley,18355,Thriller,Franco Battista,7,The Assignment
Matt Damon,2255,Comedy,Scott Mosier,7,Chasing Amy
Russell Crowe,256917,War,Andrew Mason,7,The Water Diviner
Ben Affleck,2255,Comedy,Scott Mosier,7,Chasing Amy
Al Pacino,1813,Drama,Arnon Milchan,7,The Devil's Advocate
Keanu Reeves,1813,Drama,Arnon Milchan,7,The Devil's Advocate
Stanley Tucci,131631,Science Fiction,Nina Jacobson,7,The Hunger Games: Mockingjay - Part 1
Woody Harrelson,131631,Science Fiction,Nina Jacobson,7,The Hunger Games: Mockingjay - Part 1
Robert De Niro,1607,Drama,Robert De Niro,7,A Bronx Tale
William H. Macy,244403,Music,Jeff Rice,7,Rudderless
Jeremy Renner,245916,Thriller,Pamela Abdy,7,Kill the Messenger
Ian McKellen,122917,Action,Peter Jackson,7,The Hobbit: The Battle of the Five Armies
Benedict Cumberbatch,122917,Action,Peter Jackson,7,The Hobbit: The Battle of the Five Armies
Brad Pitt,978,Adventure,Jean-Jacques Annaud,7,Seven Years in Tibet
Ben Kingsley,207933,Thriller,Bruce Davey,7,Stonehearst Asylum
Morgan Freeman,11831,Drama,Debbie Allen,7,Amistad
Anthony Hopkins,11831,Drama,Debbie Allen,7,Amistad
Jean Reno,254375,Adventure,Klaus Dohle,7,Hector and the Search for Happiness
Stanley Tucci,62934,Music,Adam Yauch,7,Fight for Your Right Revisited
Will Ferrell,62934,Music,Adam Yauch,7,Fight for Your Right Revisited
Nicolas Cage,302401,Drama,Moritz Borman,7,Snowden
Robert Downey Jr.,290250,Action,Joel Silver,7,The Nice Guys
Russell Crowe,290250,Action,Joel Silver,7,The Nice Guys
Woody Harrelson,586,Comedy,Robert De Niro,7,Wag the Dog
William H. Macy,586,Comedy,Robert De Niro,7,Wag the Dog
Ryan Gosling,290250,Action,Joel Silver,7,The Nice Guys
Adrien Brody,289394,TV Movie,Ildikó Kemény,7,Houdini
Patrick Stewart,38602,TV Movie,Norman Rosemont,7,Little Lord Fauntleroy
Nicolas Cage,75337,Documentary,Jonathan Del Gatto,7,Too Tough to Die: A Tribute to Johnny Ramone
Michael Fassbender,171372,Comedy,David Barron,7,Frank
Ewan McGregor,9450,Comedy,Steve Abbott,7,Brassed Off
Denzel Washington,9411,Thriller,Charles Roven,7,Fallen
Gary Oldman,18,Adventure,Patrice Ledoux,7,The Fifth Element
Steve Buscemi,62934,Music,Adam Yauch,7,Fight for Your Right Revisited
Dustin Hoffman,586,Comedy,Robert De Niro,7,Wag the Dog
Ewan McGregor,26422,Drama,Kees Kasander,7,The Pillow Book
Robert De Niro,586,Comedy,Robert De Niro,7,Wag the Dog
Christopher Plummer,254375,Adventure,Klaus Dohle,7,Hector and the Search for Happiness
Matthew McConaughey,11831,Drama,Debbie Allen,7,Amistad
Bradley Cooper,190859,War,Clint Eastwood,7,American Sniper
Paul Giamatti,2639,Comedy,Jean Doumanian,7,Deconstructing Harry
Ben Kingsley,170687,Animation,Travis Knight,7,The Boxtrolls
Stanley Tucci,2639,Comedy,Jean Doumanian,7,Deconstructing Harry
Tommy Lee Jones,607,Action,Laurie MacDonald,7,Men in Black
Ewan McGregor,9905,Crime,Andrew Macdonald,7,Shallow Grave
Hugh Jackman,198184,Crime,Simon Kinberg,7,Chappie
Tom Hanks,256835,Animation,Galyn Susman,7,Toy Story That Time Forgot
Nicolas Cage,754,Action,Barrie M. Osborne,7,Face/Off
Daniel Day-Lewis,10436,Drama,Barbara De Fina,7,The Age of Innocence
Robert De Niro,184,Comedy,Lawrence Bender,7,Jackie Brown
Samuel L. Jackson,184,Comedy,Lawrence Bender,7,Jackie Brown
Joseph Gordon-Levitt,302401,Drama,Moritz Borman,7,Snowden
Michael Fassbender,217316,Documentary,Michael Shevloff,7,1
Tom Hanks,130925,Animation,Kimberly Adams,7,Partysaurus Rex
Al Pacino,42314,Documentary,Michael Hadge,7,Looking for Richard
Jeff Bridges,10443,Drama,Paula Weinstein,7,Fearless
Willem Dafoe,210302,Comedy,Kevin Spacey,7,Love's Routine
Chris Evans,76338,Action,Kevin Feige,7,Thor: The Dark World
Anthony Hopkins,76338,Action,Kevin Feige,7,Thor: The Dark World
Tom Hanks,213121,Animation,Galyn Susman,7,Toy Story of Terror!
Ben Kingsley,80274,Science Fiction,Alex Kurtzman,7,Ender's Game
Harrison Ford,80274,Science Fiction,Alex Kurtzman,7,Ender's Game
Michael Fassbender,283552,Drama,David Heyman,7,The Light Between Oceans
Tommy Lee Jones,241,Crime,Jane Hamsher,7,Natural Born Killers
Christopher Plummer,11843,Mystery,Blake Edwards,7,The Return of the Pink Panther
Tom Cruise,881,Drama,Rob Reiner,7,A Few Good Men
Al Pacino,9040,Crime,Martin Bregman,8,Serpico
Christopher Plummer,52032,Animation,Frank Pellegrino,8,My Dog Tulip
Tom Hanks,15302,Documentary,Leslie Iwerks,8,The Pixar Story
Geoffrey Rush,45269,Drama,Emile Sherman,8,The King's Speech
Colin Firth,45269,Drama,Emile Sherman,8,The King's Speech
Ralph Fiennes,12444,Adventure,J.K. Rowling,8,Harry Potter and the Deathly Hallows: Part 1
Brad Pitt,107,Thriller,Matthew Vaughn,8,Snatch
Benicio del Toro,107,Thriller,Matthew Vaughn,8,Snatch
Jason Statham,107,Thriller,Matthew Vaughn,8,Snatch
Matt Damon,44639,Documentary,Charles Ferguson,8,Inside Job
Tom Hanks,8358,Adventure,Robert Zemeckis,8,Cast Away
Joseph Gordon-Levitt,27205,Action,Christopher Nolan,8,Inception
Tom Hardy,27205,Action,Christopher Nolan,8,Inception
Michael Caine,27205,Action,Christopher Nolan,8,Inception
Leonardo DiCaprio,27205,Action,Christopher Nolan,8,Inception
Johnny Depp,37659,Documentary,Tom DiCillo,8,When You're Strange
Christoph Waltz,16869,Drama,Lawrence Bender,8,Inglourious Basterds
Michael Fassbender,16869,Drama,Lawrence Bender,8,Inglourious Basterds
Kevin Spacey,17431,Science Fiction,Steve Milne,8,Moon
Patrick Stewart,10946,Documentary,Sophokles Tasioulis,8,Earth
Christopher Plummer,14160,Animation,Jonas Rivera,8,Up
Joaquin Phoenix,30238,Documentary,Maggie Q,8,Earthlings
Harrison Ford,592,Crime,Francis Ford Coppola,8,The Conversation
Anthony Hopkins,18988,Drama,Martin Poll,8,The Lion in Winter
Mark Ruffalo,11324,Drama,Martin Scorsese,8,Shutter Island
Ben Kingsley,11324,Drama,Martin Scorsese,8,Shutter Island
John Cusack,13554,Drama,Sarah Pillsbury,8,Eight Men Out
Al Pacino,111,Action,Martin Bregman,8,Scarface
Don Cheadle,136558,Comedy,Rachael Leigh Cook,8,Kingdom Come
Mark Ruffalo,136558,Comedy,Rachael Leigh Cook,8,Kingdom Come
Leonardo DiCaprio,11324,Drama,Martin Scorsese,8,Shutter Island
Samuel L. Jackson,16869,Drama,Lawrence Bender,8,Inglourious Basterds
Gary Oldman,12445,Family,David Barron,8,Harry Potter and the Deathly Hallows: Part 2
Clint Eastwood,938,Western,Alberto Grimaldi,8,For a Few Dollars More
Jean Reno,11535,Action,John McTiernan,5,Rollerball
Jeremy Irons,26397,Documentary,Ken Burns,8,The Civil War
Dwayne Johnson,8814,Adventure,Lorenzo di Bonaventura,5,Doom
Kevin Spacey,1452,Adventure,Jon Peters,5,Superman Returns
Michael Caine,129405,Drama,David W. Rintels,5,World War II: When Lions Roared
Jeremy Irons,51594,History,Ken Burns,5,The Statue of Liberty
Antonio Banderas,10550,Action,Elie Samaha,5,Ballistic: Ecks vs. Sever
Willem Dafoe,2149,Drama,Bernd Eichinger,5,Body of Evidence
Will Ferrell,60125,Comedy,Jim Milio,5,Men Seeking Women
Bill Murray,124461,Comedy,Roman Coppola,5,A Glimpse Inside the Mind of Charles Swan III
Christopher Walken,18357,Adventure,Jeffrey Chernov,5,The Country Bears
Peter Dinklage,96238,Comedy,Terence Michael,5,Never Again
Chris Pratt,87818,Comedy,Peter Farrelly,5,Movie 43
Hugh Jackman,87818,Comedy,Peter Farrelly,5,Movie 43
Stanley Tucci,26827,Comedy,Rosilyn Heller,5,Who's That Girl
Woody Harrelson,75622,Crime,Ben Foster,5,Rampart
Nicolas Cage,70578,Crime,Irwin Winkler,5,Trespass
Jeremy Irons,15159,Comedy,Robert Simonds,5,The Pink Panther 2
Jean Reno,15159,Comedy,Robert Simonds,5,The Pink Panther 2
Steve Buscemi,11456,Mystery,Harold Becker,5,Domestic Disturbance
Clint Eastwood,36236,Comedy,Dino De Laurentiis,5,The Witches
Ewan McGregor,15705,Drama,Anand Tucker,5,Incendiary
Morgan Freeman,37430,Adventure,Henry Winterstern,5,Conan the Barbarian
Matthew McConaughey,13827,Comedy,Matthew McConaughey,5,"Surfer, Dude"
Owen Wilson,48988,Comedy,Bobby Farrelly,5,Hall Pass
Robert Downey Jr.,11856,Action,Daniel Melnick,5,Air America
Tom Hanks,40820,Comedy,Daniel Melnick,5,Punchline
John Goodman,40820,Comedy,Daniel Melnick,5,Punchline
Ewan McGregor,8915,Adventure,Lydia Dean Pilcher,5,Amelia
J.K. Simmons,39691,Comedy,Andrew Lazar,5,Cats & Dogs 2 : The Revenge of Kitty Galore
Christopher Plummer,10577,Thriller,W.K. Border,5,Dracula 2000
Benicio del Toro,30502,Comedy,Debra Hill,5,Big Top Pee-wee
Daniel Day-Lewis,10197,Drama,Marc Platt,5,Nine
Stanley Tucci,2613,Drama,Michael Gruskoff,5,Prelude to a Kiss
Matthew McConaughey,2018,Comedy,Peter Abrams,5,The Wedding Planner
Tom Hanks,5707,Documentary,Steven Spielberg,5,Shooting War
Robert Duvall,33728,Comedy,Robert Arthur,5,"Captain Newman, M.D."
Owen Wilson,38579,Family,John Davis,5,Marmaduke
John Goodman,23730,Horror,Andrew Bonime,5,C.H.U.D.
William H. Macy,38579,Family,John Davis,5,Marmaduke
Michael Fassbender,11801,Romance,Olivier Delbosc,5,Angel
William H. Macy,25132,Comedy,Robert Rodriguez,5,Shorts
Clint Eastwood,21866,Action,Neal H. Dobrofsky,5,Bronco Billy
Bradley Cooper,23706,Comedy,Sandra Bullock,5,All About Steve
Owen Wilson,42888,Comedy,James L. Brooks,5,How Do You Know
J.K. Simmons,25704,Comedy,Ivan Reitman,5,Post Grad
Keanu Reeves,10685,Mystery,Christopher Eberts,5,The Watcher
Nicolas Cage,47327,Fantasy,Michael De Luca,5,Drive Angry
Michael Caine,10461,Action,Mark Canton,5,Get Carter
Channing Tatum,44564,Comedy,Brian Grazer,5,The Dilemma
Daniel Craig,49849,Action,Brian Grazer,5,Cowboys & Aliens
Harrison Ford,49849,Action,Brian Grazer,5,Cowboys & Aliens
Nicolas Cage,23047,Adventure,Charles Roven,5,Season of the Witch
J.K. Simmons,19994,Comedy,Brad Van Arragon,5,Jennifer's Body
Colin Firth,152792,Crime,Clark Peterson,6,Devil's Knot
Robert Downey Jr.,54752,Drama,Paul Junger Witt,6,Firstborn
Joaquin Phoenix,152599,Drama,Greg Shapiro,6,The Immigrant
Jeremy Renner,152599,Drama,Greg Shapiro,6,The Immigrant
Morgan Freeman,240832,Action,Virginie Besson-Silla,6,Lucy
James Franco,192132,Drama,Vince Jolivette,6,Palo Alto
Hugh Dancy,59981,Animation,Roland Carroll,6,Legends of Oz: Dorothy's Return
Patrick Stewart,59981,Animation,Roland Carroll,6,Legends of Oz: Dorothy's Return
James Franco,158936,Drama,James Franco,6,Interior. Leather Bar.
Christopher Walken,260202,Thriller,Celia Duval,6,Turks & Caicos
Kevin Costner,200505,Drama,Ivan Reitman,6,Draft Day
Stanley Tucci,145220,Comedy,David Hoberman,6,Muppets Most Wanted
Tom Hiddleston,145220,Comedy,David Hoberman,6,Muppets Most Wanted
James McAvoy,145220,Comedy,David Hoberman,6,Muppets Most Wanted
Matt Damon,157834,Drama,Nicolas Chartier,6,The Zero Theorem
Christoph Waltz,157834,Drama,Nicolas Chartier,6,The Zero Theorem
Russell Crowe,137321,Drama,Akiva Goldsman,6,Winter's Tale
Colin Farrell,137321,Drama,Akiva Goldsman,6,Winter's Tale
Nicolas Cage,157847,Drama,Lisa Muskat,6,Joe
Bryan Cranston,210047,Crime,Mynette Louie,6,Cold Comes the Night
J.K. Simmons,13470,TV Movie,Clara George,6,Bury My Heart At Wounded Knee
Ralph Fiennes,260202,Thriller,Celia Duval,6,Turks & Caicos
Owen Wilson,13934,Animation,Mark Nielsen,6,Mater and the Ghostlight
Kevin Costner,192102,Action,Luc Besson,6,3 Days to Kill
Willem Dafoe,256731,Drama,Chris Brinker,6,Bad Country
J.K. Simmons,242042,Comedy,Lisa Demetree,6,Barefoot
James Franco,177494,Comedy,Rob Thomas,6,Veronica Mars
Anthony Hopkins,86834,Drama,Arnon Milchan,6,Noah
Russell Crowe,86834,Drama,Arnon Milchan,6,Noah
Christoph Waltz,145220,Comedy,David Hoberman,6,Muppets Most Wanted
John Cusack,220286,Thriller,Rodrigo Cortés,6,Grand Piano
Ralph Fiennes,260339,Action,Celia Duval,6,Salting the Battlefield
Viggo Mortensen,192149,Thriller,Tom Sternberg,6,The Two Faces of January
Ewan McGregor,188161,Comedy,Jason Clark,6,A Million Ways to Die in the West
Anthony Hopkins,38654,Action,Elliott Kastner,6,When Eight Bells Toll
Jason Bateman,239678,Drama,Jeffrey Levine,6,This Is Where I Leave You
Chris Pine,227300,Action,Tracy Falco,6,Stretch
Javier Bardem,262543,Thriller,Antonio Banderas,6,Automata
Antonio Banderas,262543,Thriller,Antonio Banderas,6,Automata
James Franco,152745,Drama,Vince Jolivette,6,As I Lay Dying
Ryan Reynolds,244761,Drama,Simone Urdl,6,The Captive
Tommy Lee Jones,264656,Western,Luc Besson,6,The Homesman
Antonio Banderas,146381,Animation,Antonio Banderas,6,Justin and the Knights of Valour
J.K. Simmons,289727,Romance,Liz Glotzer,6,The Rewrite
Mark Ruffalo,87492,Drama,Anthony Bregman,6,Foxcatcher
Steve Carell,87492,Drama,Anthony Bregman,6,Foxcatcher
Channing Tatum,87492,Drama,Anthony Bregman,6,Foxcatcher
Joaquin Phoenix,171274,Comedy,Paul Thomas Anderson,6,Inherent Vice
Benicio del Toro,171274,Comedy,Paul Thomas Anderson,6,Inherent Vice
Owen Wilson,171274,Comedy,Paul Thomas Anderson,6,Inherent Vice
James McAvoy,157829,Drama,Cassandra Kulukundis,6,The Disappearance of Eleanor Rigby: Them
Ben Kingsley,147441,Adventure,Peter Chernin,6,Exodus: Gods and Kings
Idris Elba,136835,Crime,William Packer,6,No Good Deed
James Franco,192145,Drama,Paul Haggis,6,Third Person
Ryan Reynolds,188161,Comedy,Jason Clark,6,A Million Ways to Die in the West
Jamie Foxx,188161,Comedy,Jason Clark,6,A Million Ways to Die in the West
Forest Whitaker,175541,Drama,T.D. Jakes,6,Black Nativity
Robert Duvall,94671,Drama,Geyer Kosinski,6,Jayne Mansfield's Car
John Cusack,157851,Drama,Saïd Ben Saïd,6,Maps to the Stars
Mark Wahlberg,91314,Science Fiction,Don Murphy,6,Transformers: Age of Extinction
John Goodman,91314,Science Fiction,Don Murphy,6,Transformers: Age of Extinction
Adrien Brody,192145,Drama,Paul Haggis,6,Third Person
Stanley Tucci,91314,Science Fiction,Don Murphy,6,Transformers: Age of Extinction
Dwayne Johnson,184315,Action,Beau Flynn,6,Hercules
Willem Dafoe,157849,Thriller,Andrea Calderwood,6,A Most Wanted Man
Jeff Bridges,227156,Drama,Jeff Bridges,6,The Giver
Joseph Gordon-Levitt,189,Crime,Robert Rodriguez,6,Sin City: A Dame to Kill For
Ben Kingsley,174326,Comedy,Kirsten Duncan Fuller,6,A Birder's Guide to Everything
Christopher Plummer,56364,Crime,Julian Roffman,6,The Pyx
Colin Firth,204922,Mystery,Mark Gill,6,Before I Go to Sleep
Peter Dinklage,152790,Drama,Bob Cooper,6,The Angriest Man in Brooklyn
Michael Caine,274854,Fantasy,Vin Diesel,6,The Last Witch Hunter
Ben Affleck,297761,Action,Charles Roven,6,Suicide Squad
